Sens,Nature Mvt,Section,Chapitre - Code,Chapitre - Libellé,Nature - Code,Nature - Libellé,Fonction - Code,Fonction - Libellé,Niveau 1 - Section,Niveau 2 - Catégorie,Niveau 3 - Type,Niveau a - Politique,Niveau b - Sous Politique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6182,DOC GENERALE ET TECHNIQUE,824,AUTRE OPERATIONS D'AMENAGEMENT,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Aménagement urbain
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6182,DOC GENERALE ET TECHNIQUE,830,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6182,DOC GENERALE ET TECHNIQUE,832,ACTIONS SPECIFIQUES POLLUTION,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6182,DOC GENERALE ET TECHNIQUE,90,INTERVENTIONS ECONOMIQUES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Divers,Aides aux commerces
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6182,DOC GENERALE ET TECHNIQUE,94,AIDES COMMERCE SERVICES MCHDS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Divers,Aides aux commerces
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6182,DOC GENERALE ET TECHNIQUE,95,AIDES AU TOURISME,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Divers,Tourisme
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,01,OPERATIONS NON VENTILABLES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Administration générale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,020,ADMIN GENERALE COLLECTIVITE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Administration générale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,021,ASSEMBLEE LOCALE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Assemblée locale,Assemblée locale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,023,"INFORMATION, COMMUNICATION",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Information Communication
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,024,FETES ET CEREMONIES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Fêtes et cérémonies
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,025,AIDES AUX ASSOCIATIONS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Administration générale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,026,CIMETIERES ET POMPES FUNEBRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Cimetières
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,03,JUSTICE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Administration générale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,048,AUTRES ACTIONS INTERNATIONALES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Coopération Internationale,Coopération Internationale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,110,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,Sécurité Publique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,112,POLICE MUNICIPALE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,Police municipale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,113,"POMPIERS, INCENDIES ET SECOURS",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,"Pompiers, Incendie et secours"
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,114,AUTRES SERVICES DE PROTECTION,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,Sécurité Publique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,12,HYGIENE ET SALUBRITE PUBLIQUE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,Hygiène et salubrité publique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,20,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Ecoles
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,211,ECOLES MATERNELLES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Ecoles
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,212,ECOLES PRIMAIRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Ecoles
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,213,CLASSES REGROUPEES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Ecoles
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,22,ENSEIGNEMENT DU DEUXIEME DEGRE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Collèges et Lycées
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,251,HEBERGEMENT ET RESTAURATION,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Restauration scolaire
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,252,TRANSPORTS SCOLAIRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Transports scolaires
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,255,CLASSES DE DECOUVERTE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Périscolaire
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,30,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Action culturelle
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,311,"EXPRESSION MUSICALE, LYRIQUE",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Expression artistique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,312,ARTS PLASTIQUES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Expression artistique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,313,THEATRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Théâtres
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,314,CINEMAS ET AUTRES SALLES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Cinémas
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,322,MUSEES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Action culturelle
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,324,ENTRETIEN PATRIMOINE CULTUREL,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Action culturelle
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,33,ACTION CULTURELLE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Action culturelle
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,40,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Actions sportives
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,411,"SALLES DE SPORT, GYMNASES",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Equipements sportifs
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,412,STADES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Equipements sportifs
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,414,AUTRES EQUIPEMENTS SPORTIFS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Equipements sportifs
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,415,MANIFESTATIONS SPORTIVES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Actions sportives
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,421,CENTRES DE LOISIRS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Périscolaire
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,422,AUTRES ACTIVITES POUR JEUNES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Jeunesse,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,423,COLONIES DE VACANCES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Jeunesse,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,510,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Santé,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,511,DISPENSAIRES ET AUTRES ETABS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Santé,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,512,ACTIONS PREVENTION SANITAIRE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Santé,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,520,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,521,SERVICES A CARACTERE SOCIAL,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,523,ACTIONS PERSONNES DIFFICCULTE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,524,AUTRES SERVICES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,61,SERVICES PERSONNES AGEES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,63,AIDES A LA FAMILLE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Interventions sociales,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,64,CRECHES ET GARDERIES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Petite Enfance,Crèches et garderies
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,70,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Logement,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,71,PARC PRIVE DE LA VILLE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Logement,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,72,AIDE AU SECTEUR LOCATIF,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Logement,-
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,813,PROPRETE URBAINE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Propreté Urbaine
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,814,ECLAIRAGE PUBLIC,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Eclairage public
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,815,TRANSPORTS URBAINS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Transports urbains
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,816,AUTRES RESEAUX ET SERVICES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Réseaux
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,820,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Aménagement urbain
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,821,EQUIPEMENTS ANNEXES DE VOIRIE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Voiries
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,822,VOIRIE COMMUNALE ET ROUTES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Voiries
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,823,ESPACES VERTS URBAINS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,824,AUTRE OPERATIONS D'AMENAGEMENT,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Aménagement urbain
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,830,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,832,ACTIONS SPECIFIQUES POLLUTION,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,90,INTERVENTIONS ECONOMIQUES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Divers,Aides aux commerces
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,94,AIDES COMMERCE SERVICES MCHDS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Divers,Aides aux commerces
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6184,VERST ORGANISMES FORMATION,95,AIDES AU TOURISME,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Divers,Tourisme
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,01,OPERATIONS NON VENTILABLES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Administration générale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,020,ADMIN GENERALE COLLECTIVITE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Administration générale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,021,ASSEMBLEE LOCALE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Assemblée locale,Assemblée locale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,023,"INFORMATION, COMMUNICATION",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Information Communication
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,024,FETES ET CEREMONIES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Fêtes et cérémonies
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,025,AIDES AUX ASSOCIATIONS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Administration générale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,026,CIMETIERES ET POMPES FUNEBRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Espaces publics,Cimetières
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,03,JUSTICE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Administration et frais généraux,Administration générale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,048,AUTRES ACTIONS INTERNATIONALES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Coopération Internationale,Coopération Internationale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,110,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,Sécurité Publique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,112,POLICE MUNICIPALE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,Police municipale
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,113,"POMPIERS, INCENDIES ET SECOURS",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,"Pompiers, Incendie et secours"
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,114,AUTRES SERVICES DE PROTECTION,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,Sécurité Publique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,12,HYGIENE ET SALUBRITE PUBLIQUE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sécurité Publique,Hygiène et salubrité publique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,20,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Ecoles
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,211,ECOLES MATERNELLES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Ecoles
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,212,ECOLES PRIMAIRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Ecoles
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,213,CLASSES REGROUPEES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Ecoles
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,22,ENSEIGNEMENT DU DEUXIEME DEGRE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Collèges et Lycées
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,251,HEBERGEMENT ET RESTAURATION,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Restauration scolaire
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,252,TRANSPORTS SCOLAIRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Transports scolaires
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,255,CLASSES DE DECOUVERTE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Education,Périscolaire
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,30,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Action culturelle
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,311,"EXPRESSION MUSICALE, LYRIQUE",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Expression artistique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,312,ARTS PLASTIQUES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Expression artistique
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,313,THEATRES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Théâtres
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,314,CINEMAS ET AUTRES SALLES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Cinémas
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,322,MUSEES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Action culturelle
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,324,ENTRETIEN PATRIMOINE CULTUREL,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Action culturelle
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,33,ACTION CULTURELLE,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Culture,Action culturelle
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,40,SERVICES COMMUNS,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Actions sportives
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,411,"SALLES DE SPORT, GYMNASES",DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Equipements sportifs
DEPENSE,REELLE,FONCTIONNEMENT,011,CHARGES A CARACTERE GENERAL,6185,FRAIS COLLOQUES ET SEMINAIRES,412,STADES,DEPENSE REELLE FONCTIONNEMENT,Gestion courante,Charges courantes,Sports,Equipements sportifs
